probe_name,run_name,model,seed,perturbation,loss,acc,macro_f1,num_samples,mean_gate
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,0.826771141302706,0.696969696969697,0.6988458422671894,594,0.19621446237018214
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,1.624559876493332,0.38215488215488214,0.36816370868641807,594,0.13098626907425698
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,1.1617277651924878,0.5824915824915825,0.5713505776715756,594,0.2225629039083667
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.50,0.9703668006742844,0.6363636363636364,0.6304167976040495,594,0.2474945458498868
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,high_0.30,2.644646751358854,0.1734006734006734,0.07283651559317486,594,0.05350448928698145
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,high_0.50,2.5986162307687883,0.15656565656565657,0.058447115571634185,594,0.09133181668291188
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,band_0.15_0.30,3.0257430959630898,0.16666666666666666,0.047619047619047616,594,0.01963216317221773
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,band_0.30_0.50,2.7987145036960692,0.17003367003367004,0.060151812887232405,594,0.0612089525569569
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,band_0.50_0.75,2.613519776148427,0.15993265993265993,0.05618460216637516,594,0.0781108993873853
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,blur_light,1.3764196939339943,0.4831649831649832,0.49088116852021985,594,0.050670893906744244
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,blur_heavy,1.9823244027417115,0.24242424242424243,0.19663887916514364,594,0.027791773931747334
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,downsample_x2,0.9754350715213351,0.6380471380471381,0.6382005500337921,594,0.19818640477729565
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,downsample_x4,1.1803009554191872,0.5555555555555556,0.5485798335295196,594,0.08074126520542184
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,amplitude_noise_0.05,0.8581382024167764,0.6784511784511784,0.6816625108742357,594,0.18750650031799418
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,amplitude_noise_0.10,0.8781261540422536,0.6801346801346801,0.682177477328633,594,0.17613612923156532
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,phase_noise_0.05,0.8498775381030459,0.67003367003367,0.6717018513994804,594,0.1852840245372117
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,phase_noise_0.10,0.8599978504758893,0.6801346801346801,0.6812984109470127,594,0.17332392830639978
