epoch,train_loss,train_acc,test_loss,test_acc,lr,elapsed_sec,compute_elapsed_sec,checkpoint_elapsed_sec,epoch_elapsed_sec,patience_counter
1,1.690749,0.337662,1.553760,0.523569,5.00000000e-04,74.155,74.135,0.019,74.155,0
2,1.436780,0.594517,1.362702,0.636364,4.99876887e-04,6.101,6.096,0.005,6.101,0
3,1.260248,0.648629,1.233246,0.659933,4.99507669e-04,6.142,6.138,0.004,6.142,0
4,1.142891,0.674603,1.144970,0.661616,4.98892710e-04,6.252,6.248,0.004,6.252,0
5,1.055080,0.688312,1.082474,0.661616,4.98032618e-04,6.204,6.200,0.004,6.204,1
6,0.992146,0.694084,1.035559,0.673401,4.96928241e-04,6.029,6.024,0.004,6.029,0
7,0.941141,0.713564,0.999407,0.690236,4.95580669e-04,6.082,6.078,0.004,6.082,0
8,0.900473,0.706349,0.974963,0.678451,4.93991232e-04,5.986,5.982,0.004,5.986,1
9,0.871101,0.725830,0.948905,0.696970,4.92161499e-04,6.144,6.140,0.005,6.144,0
10,0.840516,0.727994,0.931884,0.693603,4.90093275e-04,6.062,6.059,0.003,6.062,1
11,0.812274,0.731602,0.916876,0.696970,4.87788601e-04,6.092,6.089,0.003,6.092,2
12,0.790855,0.741703,0.905240,0.685185,4.85249752e-04,6.257,6.254,0.003,6.257,3
13,0.777271,0.746753,0.894402,0.685185,4.82479233e-04,6.344,6.340,0.003,6.344,4
14,0.765482,0.750361,0.883209,0.691919,4.79479779e-04,6.415,6.412,0.003,6.415,5
15,0.741514,0.741703,0.877142,0.685185,4.76254350e-04,6.349,6.345,0.004,6.349,6
16,0.734035,0.753968,0.871410,0.685185,4.72806128e-04,6.373,6.371,0.002,6.373,7
17,0.728781,0.764791,0.861935,0.693603,4.69138517e-04,6.373,6.370,0.003,6.373,8
18,0.698478,0.767677,0.859269,0.688552,4.65255136e-04,6.404,6.400,0.004,6.404,9
19,0.694971,0.768398,0.854753,0.688552,4.61159817e-04,6.265,6.261,0.003,6.265,10
20,0.683281,0.769841,0.850825,0.685185,4.56856603e-04,6.246,6.244,0.003,6.246,11
21,0.675913,0.772006,0.845420,0.686869,4.52349740e-04,6.171,6.167,0.004,6.171,12
22,0.669923,0.766955,0.843554,0.686869,4.47643676e-04,6.499,6.494,0.004,6.499,13
23,0.653905,0.777056,0.839340,0.688552,4.42743054e-04,6.486,6.482,0.004,6.486,14
24,0.657118,0.769841,0.836446,0.688552,4.37652712e-04,6.440,6.436,0.004,6.440,15
25,0.655792,0.777056,0.835433,0.686869,4.32377673e-04,6.440,6.437,0.003,6.440,16
26,0.641703,0.775613,0.832980,0.688552,4.26923142e-04,6.360,6.357,0.003,6.360,17
27,0.639902,0.779942,0.830539,0.690236,4.21294503e-04,6.320,6.317,0.002,6.320,18
28,0.630044,0.790043,0.828108,0.690236,4.15497310e-04,6.334,6.329,0.006,6.334,19
29,0.617884,0.793651,0.828387,0.688552,4.09537285e-04,6.340,6.336,0.003,6.340,20
30,0.622187,0.779942,0.825320,0.691919,4.03420310e-04,6.411,6.408,0.004,6.411,21
31,0.624433,0.783550,0.823433,0.695286,3.97152420e-04,6.570,6.564,0.006,6.570,22
32,0.615433,0.790765,0.823050,0.691919,3.90739803e-04,6.625,6.622,0.003,6.625,23
33,0.599115,0.799423,0.821623,0.690236,3.84188785e-04,6.516,6.513,0.003,6.516,24
34,0.604738,0.781385,0.820174,0.695286,3.77505833e-04,6.517,6.513,0.003,6.517,25
